cnt,exercise,ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
14870,51,                846,-271,457,                76,-98,-303,                -264,-436,111,                bytearray(b'N\xa1N\x03\xf1\xfe\xc9\x01L\x00\x9e\xff\xd1\xfe\xf8\xfeL\xfeo\x00'),
14871,51,                864,-236,479,                56,-114,-307,                -268,-436,123,                bytearray(b'T\xa1`\x03\x14\xff\xdf\x018\x00\x8e\xff\xcd\xfe\xf4\xfeL\xfe{\x00'),
14872,51,                965,-197,492,                35,-117,-284,                -282,-438,124,                bytearray(b'[\xa1\xc5\x03;\xff\xec\x01#\x00\x8b\xff\xe4\xfe\xe6\xfeJ\xfe|\x00'),
14873,51,                989,-188,476,                11,-117,-204,                -292,-435,121,                bytearray(b'a\xa1\xdd\x03D\xff\xdc\x01\x0b\x00\x8b\xff4\xff\xdc\xfeM\xfey\x00'),
14874,51,                969,-175,478,                -20,-141,-132,                -301,-436,123,                bytearray(b'g\xa1\xc9\x03Q\xff\xde\x01\xec\xffs\xff|\xff\xd3\xfeL\xfe{\x00'),
14875,51,                948,-176,437,                -42,-158,-85,                -304,-436,130,                bytearray(b'm\xa1\xb4\x03P\xff\xb5\x01\xd6\xffb\xff\xab\xff\xd0\xfeL\xfe\x82\x00'),
14876,51,                911,-186,391,                -42,-147,-64,                -298,-444,126,                bytearray(b't\xa1\x8f\x03F\xff\x87\x01\xd6\xffm\xff\xc0\xff\xd6\xfeD\xfe~\x00'),
14877,51,                869,-190,358,                -25,-127,-90,                -307,-439,133,                bytearray(b'z\xa1e\x03B\xfff\x01\xe7\xff\x81\xff\xa6\xff\xcd\xfeI\xfe\x85\x00'),
14878,51,                866,-186,351,                -4,-104,-130,                -307,-445,147,                bytearray(b'\x80\xa1b\x03F\xff_\x01\xfc\xff\x98\xff~\xff\xcd\xfeC\xfe\x93\x00'),
14879,51,                879,-168,355,                9,-84,-177,                -307,-435,144,                bytearray(b'\x86\xa1o\x03X\xffc\x01\t\x00\xac\xffO\xff\xcd\xfeM\xfe\x90\x00'),
14880,51,                926,-144,369,                23,-71,-196,                -318,-435,145,                bytearray(b'\x8d\xa1\x9e\x03p\xffq\x01\x17\x00\xb9\xff<\xff\xc2\xfeM\xfe\x91\x00'),
14881,51,                994,-113,398,                21,-101,-182,                -334,-435,142,                bytearray(b'\x93\xa1\xe2\x03\x8f\xff\x8e\x01\x15\x00\x9b\xffJ\xff\xb2\xfeM\xfe\x8e\x00'),
14882,51,                1109,-96,415,                7,-46,-112,                -327,-432,145,                bytearray(b'\x99\xa1U\x04\xa0\xff\x9f\x01\x07\x00\xd2\xff\x90\xff\xb9\xfeP\xfe\x91\x00'),
14883,51,                1046,-96,402,                -9,-79,7,                -333,-430,150,                bytearray(b'\x9f\xa1\x16\x04\xa0\xff\x92\x01\xf7\xff\xb1\xff\x07\x00\xb3\xfeR\xfe\x96\x00'),
14884,51,                863,-116,362,                -22,-128,40,                -327,-439,150,                bytearray(b'\xa6\xa1_\x03\x8c\xffj\x01\xea\xff\x80\xff(\x00\xb9\xfeI\xfe\x96\x00'),
14885,51,                874,-125,314,                0,-114,-33,                -319,-435,147,                bytearray(b'\xac\xa1j\x03\x83\xff:\x01\x00\x00\x8e\xff\xdf\xff\xc1\xfeM\xfe\x93\x00'),
14886,51,                931,-121,321,                18,-51,-77,                -339,-433,153,                bytearray(b'\xb2\xa1\xa3\x03\x87\xffA\x01\x12\x00\xcd\xff\xb3\xff\xad\xfeO\xfe\x99\x00'),
14887,51,                986,-99,360,                14,-58,-71,                -334,-438,151,                bytearray(b'\xb8\xa1\xda\x03\x9d\xffh\x01\x0e\x00\xc6\xff\xb9\xff\xb2\xfeJ\xfe\x97\x00'),
14921,52,                952,-84,330,                -5,-29,0,                -343,-438,163,                bytearray(b'\x8d\xa2\xb8\x03\xac\xffJ\x01\xfb\xff\xe3\xff\x00\x00\xa9\xfeJ\xfe\xa3\x00'),
14922,52,                952,-83,335,                -5,-26,0,                -331,-430,160,                bytearray(b'\x93\xa2\xb8\x03\xad\xffO\x01\xfb\xff\xe6\xff\x00\x00\xb5\xfeR\xfe\xa0\x00'),
14923,52,                951,-84,333,                -6,-34,0,                -336,-433,162,                bytearray(b'\x99\xa2\xb7\x03\xac\xffM\x01\xfa\xff\xde\xff\x00\x00\xb0\xfeO\xfe\xa2\x00'),
14924,52,                953,-84,333,                -6,-37,2,                -343,-442,163,                bytearray(b'\xa0\xa2\xb9\x03\xac\xffM\x01\xfa\xff\xdb\xff\x02\x00\xa9\xfeF\xfe\xa3\x00'),
14925,52,                955,-84,328,                -5,-35,1,                -342,-439,154,                bytearray(b'\xa6\xa2\xbb\x03\xac\xffH\x01\xfb\xff\xdd\xff\x01\x00\xaa\xfeI\xfe\x9a\x00'),
14926,52,                955,-86,328,                -5,-32,1,                -339,-435,162,                bytearray(b'\xac\xa2\xbb\x03\xaa\xffH\x01\xfb\xff\xe0\xff\x01\x00\xad\xfeM\xfe\xa2\x00'),
14927,52,                952,-83,327,                -5,-30,0,                -337,-442,165,                bytearray(b'\xb2\xa2\xb8\x03\xad\xffG\x01\xfb\xff\xe2\xff\x00\x00\xaf\xfeF\xfe\xa5\x00'),
14928,52,                955,-85,329,                -4,-26,0,                -334,-439,162,                bytearray(b'\xb9\xa2\xbb\x03\xab\xffI\x01\xfc\xff\xe6\xff\x00\x00\xb2\xfeI\xfe\xa2\x00'),
14929,52,                954,-87,331,                -5,-30,1,                -339,-441,169,                bytearray(b'\xbf\xa2\xba\x03\xa9\xffK\x01\xfb\xff\xe2\xff\x01\x00\xad\xfeG\xfe\xa9\x00'),
14930,52,                953,-84,327,                -5,-35,2,                -336,-436,163,                bytearray(b'\xc5\xa2\xb9\x03\xac\xffG\x01\xfb\xff\xdd\xff\x02\x00\xb0\xfeL\xfe\xa3\x00'),
14931,52,                956,-82,323,                -6,-31,0,                -339,-438,162,                bytearray(b'\xcb\xa2\xbc\x03\xae\xffC\x01\xfa\xff\xe1\xff\x00\x00\xad\xfeJ\xfe\xa2\x00'),
14932,52,                955,-86,325,                -5,-30,0,                -343,-432,162,                bytearray(b'\xd2\xa2\xbb\x03\xaa\xffE\x01\xfb\xff\xe2\xff\x00\x00\xa9\xfeP\xfe\xa2\x00'),
14933,52,                953,-86,333,                -4,-30,0,                -342,-444,169,                bytearray(b'\xd8\xa2\xb9\x03\xaa\xffM\x01\xfc\xff\xe2\xff\x00\x00\xaa\xfeD\xfe\xa9\x00'),
14934,52,                953,-84,327,                -6,-42,2,                -339,-444,171,                bytearray(b'\xde\xa2\xb9\x03\xac\xffG\x01\xfa\xff\xd6\xff\x02\x00\xad\xfeD\xfe\xab\x00'),
14935,52,                956,-85,321,                -7,-35,0,                -336,-447,166,                bytearray(b'\xe4\xa2\xbc\x03\xab\xffA\x01\xf9\xff\xdd\xff\x00\x00\xb0\xfeA\xfe\xa6\x00'),
14936,52,                957,-87,318,                -7,-32,0,                -340,-432,166,                bytearray(b'\xeb\xa2\xbd\x03\xa9\xff>\x01\xf9\xff\xe0\xff\x00\x00\xac\xfeP\xfe\xa6\x00'),
14937,52,                954,-86,325,                -4,-24,-1,                -337,-436,160,                bytearray(b'\xf1\xa2\xba\x03\xaa\xffE\x01\xfc\xff\xe8\xff\xff\xff\xaf\xfeL\xfe\xa0\x00'),
14938,52,                955,-85,328,                -5,-28,0,                -339,-445,160,                bytearray(b'\xf7\xa2\xbb\x03\xab\xffH\x01\xfb\xff\xe4\xff\x00\x00\xad\xfeC\xfe\xa0\x00'),
14939,52,                952,-84,323,                -6,-39,2,                -336,-433,165,                bytearray(b'\xfd\xa2\xb8\x03\xac\xffC\x01\xfa\xff\xd9\xff\x02\x00\xb0\xfeO\xfe\xa5\x00'),
14940,52,                958,-87,321,                -6,-35,1,                -340,-441,162,                bytearray(b'\x04\xa3\xbe\x03\xa9\xffA\x01\xfa\xff\xdd\xff\x01\x00\xac\xfeG\xfe\xa2\x00'),
14941,52,                959,-87,317,                -6,-37,2,                -339,-438,160,                bytearray(b'\n\xa3\xbf\x03\xa9\xff=\x01\xfa\xff\xdb\xff\x02\x00\xad\xfeJ\xfe\xa0\x00'),
14942,52,                954,-86,320,                -5,-34,2,                -346,-436,166,                bytearray(b'\x10\xa3\xba\x03\xaa\xff@\x01\xfb\xff\xde\xff\x02\x00\xa6\xfeL\xfe\xa6\x00'),
14943,52,                959,-87,323,                -6,-38,4,                -346,-441,162,                bytearray(b'\x16\xa3\xbf\x03\xa9\xffC\x01\xfa\xff\xda\xff\x04\x00\xa6\xfeG\xfe\xa2\x00'),
14944,52,                957,-87,318,                -7,-54,7,                -346,-433,169,                bytearray(b'\x1d\xa3\xbd\x03\xa9\xff>\x01\xf9\xff\xca\xff\x07\x00\xa6\xfeO\xfe\xa9\x00'),
14945,52,                957,-84,318,                -7,-46,4,                -330,-441,166,                bytearray(b'#\xa3\xbd\x03\xac\xff>\x01\xf9\xff\xd2\xff\x04\x00\xb6\xfeG\xfe\xa6\x00'),
14946,52,                969,-90,314,                -8,-49,9,                -340,-438,169,                bytearray(b')\xa3\xc9\x03\xa6\xff:\x01\xf8\xff\xcf\xff\t\x00\xac\xfeJ\xfe\xa9\x00'),
14947,52,                945,-87,307,                -7,-49,7,                -333,-441,172,                bytearray(b'/\xa3\xb1\x03\xa9\xff3\x01\xf9\xff\xcf\xff\x07\x00\xb3\xfeG\xfe\xac\x00'),
14948,52,                968,-90,311,                -11,-45,4,                -333,-432,178,                bytearray(b'6\xa3\xc8\x03\xa6\xff7\x01\xf5\xff\xd3\xff\x04\x00\xb3\xfeP\xfe\xb2\x00'),
14949,52,                955,-92,307,                -7,-52,8,                -342,-447,172,                bytearray(b'<\xa3\xbb\x03\xa4\xff3\x01\xf9\xff\xcc\xff\x08\x00\xaa\xfeA\xfe\xac\x00'),
14950,52,                960,-90,302,                -9,-46,4,                -343,-444,168,                bytearray(b'B\xa3\xc0\x03\xa6\xff.\x01\xf7\xff\xd2\xff\x04\x00\xa9\xfeD\xfe\xa8\x00'),
14951,52,                963,-91,295,                -5,-33,1,                -337,-450,178,                bytearray(b"H\xa3\xc3\x03\xa5\xff\'\x01\xfb\xff\xdf\xff\x01\x00\xaf\xfe>\xfe\xb2\x00"),
14952,52,                966,-92,303,                -4,-19,0,                -337,-438,180,                bytearray(b'O\xa3\xc6\x03\xa4\xff/\x01\xfc\xff\xed\xff\x00\x00\xaf\xfeJ\xfe\xb4\x00'),
14953,52,                955,-91,306,                -4,-27,0,                -342,-441,169,                bytearray(b'U\xa3\xbb\x03\xa5\xff2\x01\xfc\xff\xe5\xff\x00\x00\xaa\xfeG\xfe\xa9\x00'),
14954,52,                962,-91,304,                -4,-25,0,                -340,-450,174,                bytearray(b'[\xa3\xc2\x03\xa5\xff0\x01\xfc\xff\xe7\xff\x00\x00\xac\xfe>\xfe\xae\x00'),
14955,52,                961,-93,302,                -3,-21,-1,                -337,-436,166,                bytearray(b'a\xa3\xc1\x03\xa3\xff.\x01\xfd\xff\xeb\xff\xff\xff\xaf\xfeL\xfe\xa6\x00'),
14956,52,                962,-92,307,                -2,-15,-2,                -339,-441,172,                bytearray(b'h\xa3\xc2\x03\xa4\xff3\x01\xfe\xff\xf1\xff\xfe\xff\xad\xfeG\xfe\xac\x00'),
14957,52,                958,-89,307,                -3,-18,0,                -339,-444,166,                bytearray(b'n\xa3\xbe\x03\xa7\xff3\x01\xfd\xff\xee\xff\x00\x00\xad\xfeD\xfe\xa6\x00'),
14958,52,                959,-89,308,                -2,-25,0,                -345,-445,172,                bytearray(b't\xa3\xbf\x03\xa7\xff4\x01\xfe\xff\xe7\xff\x00\x00\xa7\xfeC\xfe\xac\x00'),
14959,52,                960,-90,308,                -4,-24,0,                -342,-442,163,                bytearray(b'z\xa3\xc0\x03\xa6\xff4\x01\xfc\xff\xe8\xff\x00\x00\xaa\xfeF\xfe\xa3\x00'),
14960,52,                973,-91,302,                -3,-29,0,                -340,-441,177,                bytearray(b'\x81\xa3\xcd\x03\xa5\xff.\x01\xfd\xff\xe3\xff\x00\x00\xac\xfeG\xfe\xb1\x00'),
14961,52,                994,-96,296,                1,-17,0,                -346,-442,163,                bytearray(b'\x87\xa3\xe2\x03\xa0\xff(\x01\x01\x00\xef\xff\x00\x00\xa6\xfeF\xfe\xa3\x00'),
14962,52,                974,-90,301,                5,50,4,                -337,-436,166,                bytearray(b'\x8d\xa3\xce\x03\xa6\xff-\x01\x05\x002\x00\x04\x00\xaf\xfeL\xfe\xa6\x00'),
14963,52,                945,-94,305,                11,31,21,                -343,-445,168,                bytearray(b'\x93\xa3\xb1\x03\xa2\xff1\x01\x0b\x00\x1f\x00\x15\x00\xa9\xfeC\xfe\xa8\x00'),
14964,52,                1000,-88,336,                20,104,9,                -342,-444,166,                bytearray(b'\x9a\xa3\xe8\x03\xa8\xffP\x01\x14\x00h\x00\t\x00\xaa\xfeD\xfe\xa6\x00'),
14965,52,                1008,-87,345,                10,130,32,                -336,-436,160,                bytearray(b'\xa0\xa3\xf0\x03\xa9\xffY\x01\n\x00\x82\x00 \x00\xb0\xfeL\xfe\xa0\x00'),
14966,52,                967,-93,361,                2,40,86,                -346,-441,151,                bytearray(b'\xa6\xa3\xc7\x03\xa3\xffi\x01\x02\x00(\x00V\x00\xa6\xfeG\xfe\x97\x00'),
14967,52,                948,-100,355,                -7,36,105,                -336,-424,157,                bytearray(b'\xac\xa3\xb4\x03\x9c\xffc\x01\xf9\xff$\x00i\x00\xb0\xfeX\xfe\x9d\x00'),
14968,52,                916,-110,354,                -10,27,100,                -325,-442,156,                bytearray(b'\xb3\xa3\x94\x03\x92\xffb\x01\xf6\xff\x1b\x00d\x00\xbb\xfeF\xfe\x9c\x00'),
14969,52,                931,-122,367,                -18,18,93,                -330,-429,148,                bytearray(b'\xb9\xa3\xa3\x03\x86\xffo\x01\xee\xff\x12\x00]\x00\xb6\xfeS\xfe\x94\x00'),
14970,52,                979,-126,378,                -21,2,104,                -322,-444,144,                bytearray(b'\xbf\xa3\xd3\x03\x82\xffz\x01\xeb\xff\x02\x00h\x00\xbe\xfeD\xfe\x90\x00'),
14971,52,                1023,-133,369,                -27,26,147,                -313,-442,144,                bytearray(b'\xc5\xa3\xff\x03{\xffq\x01\xe5\xff\x1a\x00\x93\x00\xc7\xfeF\xfe\x90\x00'),
14972,52,                985,-147,403,                -42,53,206,                -310,-441,144,                bytearray(b'\xcc\xa3\xd9\x03m\xff\x93\x01\xd6\xff5\x00\xce\x00\xca\xfeG\xfe\x90\x00'),
14973,52,                975,-161,390,                -58,13,267,                -295,-447,139,                bytearray(b'\xd2\xa3\xcf\x03_\xff\x86\x01\xc6\xff\r\x00\x0b\x01\xd9\xfeA\xfe\x8b\x00'),
14974,52,                942,-186,404,                -63,19,306,                -297,-439,144,                bytearray(b'\xd8\xa3\xae\x03F\xff\x94\x01\xc1\xff\x13\x002\x01\xd7\xfeI\xfe\x90\x00'),
14975,52,                927,-213,379,                -77,-2,326,                -273,-456,141,                bytearray(b'\xde\xa3\x9f\x03+\xff{\x01\xb3\xff\xfe\xffF\x01\xef\xfe8\xfe\x8d\x00'),
14976,52,                887,-240,392,                -80,-13,319,                -261,-451,148,                bytearray(b'\xe5\xa3w\x03\x10\xff\x88\x01\xb0\xff\xf3\xff?\x01\xfb\xfe=\xfe\x94\x00'),
14977,52,                860,-271,375,                -79,4,300,                -255,-448,141,                bytearray(b'\xeb\xa3\\\x03\xf1\xfew\x01\xb1\xff\x04\x00,\x01\x01\xff@\xfe\x8d\x00'),
14978,52,                860,-299,381,                -84,-8,282,                -250,-453,136,                bytearray(b'\xf1\xa3\\\x03\xd5\xfe}\x01\xac\xff\xf8\xff\x1a\x01\x06\xff;\xfe\x88\x00'),
14979,52,                856,-325,390,                -90,-19,259,                -229,-451,132,                bytearray(b'\xf7\xa3X\x03\xbb\xfe\x86\x01\xa6\xff\xed\xff\x03\x01\x1b\xff=\xfe\x84\x00'),
14980,52,                895,-340,399,                -103,-32,261,                -223,-463,133,                bytearray(b'\xfe\xa3\x7f\x03\xac\xfe\x8f\x01\x99\xff\xe0\xff\x05\x01!\xff1\xfe\x85\x00'),
14981,52,                928,-355,407,                -121,-48,300,                -207,-471,133,                bytearray(b'\x04\xa4\xa0\x03\x9d\xfe\x97\x01\x87\xff\xd0\xff,\x011\xff)\xfe\x85\x00'),
14982,52,                911,-385,373,                -133,-38,353,                -198,-460,123,                bytearray(b'\n\xa4\x8f\x03\x7f\xfeu\x01{\xff\xda\xffa\x01:\xff4\xfe{\x00'),
14983,52,                880,-423,338,                -125,1,380,                -172,-454,133,                bytearray(b'\x10\xa4p\x03Y\xfeR\x01\x83\xff\x01\x00|\x01T\xff:\xfe\x85\x00'),
14984,52,                790,-476,292,                -96,79,374,                -169,-465,129,                bytearray(b'\x17\xa4\x16\x03$\xfe$\x01\xa0\xffO\x00v\x01W\xff/\xfe\x81\x00'),
14985,52,                738,-513,295,                -59,111,330,                -147,-459,129,                bytearray(b"\x1d\xa4\xe2\x02\xff\xfd\'\x01\xc5\xffo\x00J\x01m\xff5\xfe\x81\x00"),
14986,52,                722,-535,300,                -21,130,279,                -135,-462,118,                bytearray(b'#\xa4\xd2\x02\xe9\xfd,\x01\xeb\xff\x82\x00\x17\x01y\xff2\xfev\x00'),
14987,52,                701,-548,338,                9,137,228,                -129,-465,120,                bytearray(b')\xa4\xbd\x02\xdc\xfdR\x01\t\x00\x89\x00\xe4\x00\x7f\xff/\xfex\x00'),
14988,52,                694,-546,404,                28,142,178,                -120,-444,112,                bytearray(b'0\xa4\xb6\x02\xde\xfd\x94\x01\x1c\x00\x8e\x00\xb2\x00\x88\xffD\xfep\x00'),
14989,52,                694,-548,440,                10,72,162,                -121,-447,105,                bytearray(b'6\xa4\xb6\x02\xdc\xfd\xb8\x01\n\x00H\x00\xa2\x00\x87\xffA\xfei\x00'),
14990,52,                694,-552,448,                -4,53,148,                -109,-445,106,                bytearray(b'<\xa4\xb6\x02\xd8\xfd\xc0\x01\xfc\xff5\x00\x94\x00\x93\xffC\xfej\x00'),
14991,52,                678,-569,465,                -23,47,137,                -108,-448,102,                bytearray(b'B\xa4\xa6\x02\xc7\xfd\xd1\x01\xe9\xff/\x00\x89\x00\x94\xff@\xfef\x00'),
14992,52,                696,-577,436,                -37,26,115,                -97,-456,103,                bytearray(b'I\xa4\xb8\x02\xbf\xfd\xb4\x01\xdb\xff\x1a\x00s\x00\x9f\xff8\xfeg\x00'),
14993,52,                661,-592,439,                -54,17,102,                -108,-439,100,                bytearray(b'O\xa4\x95\x02\xb0\xfd\xb7\x01\xca\xff\x11\x00f\x00\x94\xffI\xfed\x00'),
14994,52,                680,-606,419,                -57,-24,84,                -93,-438,99,                bytearray(b'U\xa4\xa8\x02\xa2\xfd\xa3\x01\xc7\xff\xe8\xffT\x00\xa3\xffJ\xfec\x00'),
14995,52,                676,-607,423,                -62,-23,77,                -94,-436,100,                bytearray(b'[\xa4\xa4\x02\xa1\xfd\xa7\x01\xc2\xff\xe9\xffM\x00\xa2\xffL\xfed\x00'),
14996,52,                673,-626,386,                -46,4,72,                -90,-439,90,                bytearray(b'b\xa4\xa1\x02\x8e\xfd\x82\x01\xd2\xff\x04\x00H\x00\xa6\xffI\xfeZ\x00'),
14997,52,                699,-633,375,                -25,1,67,                -91,-436,97,                bytearray(b'h\xa4\xbb\x02\x87\xfdw\x01\xe7\xff\x01\x00C\x00\xa5\xffL\xfea\x00'),
14998,52,                643,-642,387,                -9,-6,68,                -87,-432,103,                bytearray(b'n\xa4\x83\x02~\xfd\x83\x01\xf7\xff\xfa\xffD\x00\xa9\xffP\xfeg\x00'),
14999,52,                650,-635,403,                7,21,43,                -79,-433,93,                bytearray(b't\xa4\x8a\x02\x85\xfd\x93\x01\x07\x00\x15\x00+\x00\xb1\xffO\xfe]\x00'),
15000,52,                609,-636,407,                21,-8,23,                -82,-436,96,                bytearray(b'{\xa4a\x02\x84\xfd\x97\x01\x15\x00\xf8\xff\x17\x00\xae\xffL\xfe`\x00'),
15001,52,                599,-632,420,                28,-14,-23,                -84,-435,90,                bytearray(b'\x81\xa4W\x02\x88\xfd\xa4\x01\x1c\x00\xf2\xff\xe9\xff\xac\xffM\xfeZ\x00'),
15002,52,                591,-628,410,                35,-11,-74,                -84,-429,94,                bytearray(b'\x87\xa4O\x02\x8c\xfd\x9a\x01#\x00\xf5\xff\xb6\xff\xac\xffS\xfe^\x00'),
15003,52,                614,-619,427,                50,4,-131,                -94,-427,91,                bytearray(b'\x8d\xa4f\x02\x95\xfd\xab\x012\x00\x04\x00}\xff\xa2\xffU\xfe[\x00'),
15004,52,                658,-603,435,                51,-7,-166,                -97,-429,94,                bytearray(b'\x94\xa4\x92\x02\xa5\xfd\xb3\x013\x00\xf9\xffZ\xff\x9f\xffS\xfe^\x00'),
15005,52,                685,-592,430,                60,-21,-173,                -106,-433,94,                bytearray(b'\x9a\xa4\xad\x02\xb0\xfd\xae\x01<\x00\xeb\xffS\xff\x96\xffO\xfe^\x00'),
15006,52,                696,-582,431,                63,-41,-168,                -106,-438,93,                bytearray(b'\xa0\xa4\xb8\x02\xba\xfd\xaf\x01?\x00\xd7\xffX\xff\x96\xffJ\xfe]\x00'),
15007,52,                658,-571,430,                67,-84,-176,                -121,-432,99,                bytearray(b'\xa6\xa4\x92\x02\xc5\xfd\xae\x01C\x00\xac\xffP\xff\x87\xffP\xfec\x00'),
15008,52,                702,-543,444,                80,-14,-228,                -130,-436,100,                bytearray(b'\xad\xa4\xbe\x02\xe1\xfd\xbc\x01P\x00\xf2\xff\x1c\xff~\xffL\xfed\x00'),
15009,52,                740,-525,459,                82,-14,-226,                -141,-435,96,                bytearray(b'\xb3\xa4\xe4\x02\xf3\xfd\xcb\x01R\x00\xf2\xff\x1e\xffs\xffM\xfe`\x00'),
15010,52,                752,-512,461,                79,-60,-207,                -147,-438,93,                bytearray(b'\xb9\xa4\xf0\x02\x00\xfe\xcd\x01O\x00\xc4\xff1\xffm\xffJ\xfe]\x00'),
15011,52,                748,-492,464,                65,-61,-198,                -156,-439,91,                bytearray(b'\xbf\xa4\xec\x02\x14\xfe\xd0\x01A\x00\xc3\xff:\xffd\xffI\xfe[\x00'),
15012,52,                793,-469,474,                70,-35,-191,                -165,-430,85,                bytearray(b'\xc6\xa4\x19\x03+\xfe\xda\x01F\x00\xdd\xffA\xff[\xffR\xfeU\x00'),
15013,52,                769,-468,453,                65,-70,-170,                -169,-444,97,                bytearray(b'\xcc\xa4\x01\x03,\xfe\xc5\x01A\x00\xba\xffV\xffW\xffD\xfea\x00'),
15014,52,                724,-460,448,                68,-92,-181,                -177,-444,93,                bytearray(b'\xd2\xa4\xd4\x024\xfe\xc0\x01D\x00\xa4\xffK\xffO\xffD\xfe]\x00'),
15015,52,                680,-433,453,                62,-111,-235,                -187,-445,100,                bytearray(b'\xd8\xa4\xa8\x02O\xfe\xc5\x01>\x00\x91\xff\x15\xffE\xffC\xfed\x00'),
15016,52,                715,-399,425,                76,-142,-324,                -198,-450,105,                bytearray(b'\xdf\xa4\xcb\x02q\xfe\xa9\x01L\x00r\xff\xbc\xfe:\xff>\xfei\x00'),
15017,52,                821,-366,451,                90,-58,-373,                -208,-445,103,                bytearray(b'\xe5\xa45\x03\x92\xfe\xc3\x01Z\x00\xc6\xff\x8b\xfe0\xffC\xfeg\x00'),
15018,52,                853,-340,488,                71,-123,-345,                -222,-444,103,                bytearray(b'\xeb\xa4U\x03\xac\xfe\xe8\x01G\x00\x85\xff\xa7\xfe"\xffD\xfeg\x00'),
15019,52,                867,-308,453,                35,-186,-322,                -232,-441,106,                bytearray(b'\xf1\xa4c\x03\xcc\xfe\xc5\x01#\x00F\xff\xbe\xfe\x18\xffG\xfej\x00'),
15020,52,                941,-275,462,                28,-121,-291,                -241,-453,115,                bytearray(b'\xf8\xa4\xad\x03\xed\xfe\xce\x01\x1c\x00\x87\xff\xdd\xfe\x0f\xff;\xfes\x00'),
15021,52,                952,-269,438,                12,-149,-233,                -259,-444,117,                bytearray(b'\xfe\xa4\xb8\x03\xf3\xfe\xb6\x01\x0c\x00k\xff\x17\xff\xfd\xfeD\xfeu\x00'),
15022,52,                937,-258,419,                -1,-158,-181,                -265,-447,118,                bytearray(b'\x04\xa5\xa9\x03\xfe\xfe\xa3\x01\xff\xffb\xffK\xff\xf7\xfeA\xfev\x00'),
15023,52,                893,-256,390,                0,-140,-165,                -267,-448,133,                bytearray(b'\n\xa5}\x03\x00\xff\x86\x01\x00\x00t\xff[\xff\xf5\xfe@\xfe\x85\x00'),
15024,52,                897,-238,370,                7,-104,-177,                -270,-448,132,                bytearray(b'\x11\xa5\x81\x03\x12\xffr\x01\x07\x00\x98\xffO\xff\xf2\xfe@\xfe\x84\x00'),
15025,52,                898,-230,368,                15,-102,-186,                -282,-444,138,                bytearray(b'\x17\xa5\x82\x03\x1a\xffp\x01\x0f\x00\x9a\xffF\xff\xe6\xfeD\xfe\x8a\x00'),
15026,52,                912,-214,373,                25,-84,-195,                -285,-450,138,                bytearray(b'\x1d\xa5\x90\x03*\xffu\x01\x19\x00\xac\xff=\xff\xe3\xfe>\xfe\x8a\x00'),
15027,52,                950,-188,357,                30,-53,-198,                -292,-447,132,                bytearray(b'#\xa5\xb6\x03D\xffe\x01\x1e\x00\xcb\xff:\xff\xdc\xfeA\xfe\x84\x00'),
15028,52,                937,-172,384,                34,-34,-182,                -304,-441,141,                bytearray(b'*\xa5\xa9\x03T\xff\x80\x01"\x00\xde\xffJ\xff\xd0\xfeG\xfe\x8d\x00'),
15029,52,                974,-158,375,                32,-70,-163,                -312,-435,141,                bytearray(b'0\xa5\xce\x03b\xffw\x01 \x00\xba\xff]\xff\xc8\xfeM\xfe\x8d\x00'),
15030,52,                968,-138,384,                27,-29,-140,                -310,-439,144,                bytearray(b'6\xa5\xc8\x03v\xff\x80\x01\x1b\x00\xe3\xfft\xff\xca\xfeI\xfe\x90\x00'),
15031,52,                906,-138,361,                32,-72,-123,                -319,-436,145,                bytearray(b'<\xa5\x8a\x03v\xffi\x01 \x00\xb8\xff\x85\xff\xc1\xfeL\xfe\x91\x00'),
15032,52,                891,-130,366,                36,-25,-151,                -322,-439,132,                bytearray(b'C\xa5{\x03~\xffn\x01$\x00\xe7\xffi\xff\xbe\xfeI\xfe\x84\x00'),
15033,52,                1009,-94,403,                21,-78,-123,                -331,-441,142,                bytearray(b'I\xa5\xf1\x03\xa2\xff\x93\x01\x15\x00\xb2\xff\x85\xff\xb5\xfeG\xfe\x8e\x00'),
15034,52,                1021,-83,426,                -2,-114,-61,                -337,-432,148,                bytearray(b'O\xa5\xfd\x03\xad\xff\xaa\x01\xfe\xff\x8e\xff\xc3\xff\xaf\xfeP\xfe\x94\x00'),
15035,52,                959,-93,383,                -30,-217,16,                -328,-436,151,                bytearray(b"U\xa5\xbf\x03\xa3\xff\x7f\x01\xe2\xff\'\xff\x10\x00\xb8\xfeL\xfe\x97\x00"),
15092,53,                964,-91,286,                -1,-15,-1,                -342,-444,180,                bytearray(b'\xba\xa6\xc4\x03\xa5\xff\x1e\x01\xff\xff\xf1\xff\xff\xff\xaa\xfeD\xfe\xb4\x00'),
15093,53,                968,-92,283,                -2,-23,0,                -339,-450,172,                bytearray(b'\xc0\xa6\xc8\x03\xa4\xff\x1b\x01\xfe\xff\xe9\xff\x00\x00\xad\xfe>\xfe\xac\x00'),
15094,53,                968,-93,282,                -4,-22,0,                -343,-451,172,                bytearray(b'\xc6\xa6\xc8\x03\xa3\xff\x1a\x01\xfc\xff\xea\xff\x00\x00\xa9\xfe=\xfe\xac\x00'),
